0x8	0xf
0xffcV0x1007V0x101dV0x13cfV0x1bd	0xfd7B0x1007B0x101dB0x13cfB0x1bd
0x111aV0x13e0V0x1bd	0x1122B0x13e0B0x1bd
0x110aV0x1114V0x13e0V0x1bd	0x1111B0x1114B0x13e0B0x1bd
0x10ffV0x1114V0x13e0V0x1bd	0x1107B0x1114B0x13e0B0x1bd
0x1437V0x1d9	0x3a26B0x1d9
0x1487V0x1d9	0x3a49B0x1d9
0x1430V0x1d9	0x143cB0x1d9
0x143eV0x1d9	0x1449B0x1d9
0x144fV0x1d9	0x145aB0x1d9
0x1460V0x1d9	0x146bB0x1d9
0x1480V0x1d9	0x148cB0x1d9
0x148dV0x1d9	0x1498B0x1d9
0xf14V0x148cV0x1d9	0x3781B0x148cB0x1d9
0xf31V0x148cV0x1d9	0x37a4B0x148cB0x1d9
0xf4dV0x148cV0x1d9	0x37c7B0x148cB0x1d9
0xf2aV0x148cV0x1d9	0xf36B0x148cB0x1d9
0xf46V0x148cV0x1d9	0xf52B0x148cB0x1d9
0xf0dV0x148cV0x1d9	0xf19B0x148cB0x1d9
0x1023V0x143cV0x1d9	0x102bB0x143cB0x1d9
0x1013V0x101dV0x143cV0x1d9	0x101aB0x101dB0x143cB0x1d9
0x1008V0x101dV0x143cV0x1d9	0x1010B0x101dB0x143cB0x1d9
0xff8V0x1007V0x101dV0x143cV0x1d9	0x1000B0x1007B0x101dB0x143cB0x1d9
0xffcV0x1007V0x101dV0x143cV0x1d9	0xfd7B0x1007B0x101dB0x143cB0x1d9
0x1023V0x1449V0x1d9	0x102bB0x1449B0x1d9
0x1013V0x101dV0x1449V0x1d9	0x101aB0x101dB0x1449B0x1d9
0x1008V0x101dV0x1449V0x1d9	0x1010B0x101dB0x1449B0x1d9
0xff8V0x1007V0x101dV0x1449V0x1d9	0x1000B0x1007B0x101dB0x1449B0x1d9
0xffcV0x1007V0x101dV0x1449V0x1d9	0xfd7B0x1007B0x101dB0x1449B0x1d9
0x111aV0x145aV0x1d9	0x1122B0x145aB0x1d9
0x110aV0x1114V0x145aV0x1d9	0x1111B0x1114B0x145aB0x1d9
0x10ffV0x1114V0x145aV0x1d9	0x1107B0x1114B0x145aB0x1d9
0x133aV0x12d	0x39bdB0x12d
0x1368V0x12d	0x39e0B0x12d
0x1333V0x12d	0x133fB0x12d
0x1341V0x12d	0x134cB0x12d
0x1361V0x12d	0x136dB0x12d
0x136eV0x12d	0x1379B0x12d
0x11e3V0x133fV0x12d	0x11ebB0x133fB0x12d
0x11d3V0x11ddV0x133fV0x12d	0x11daB0x11ddB0x133fB0x12d
0x11c8V0x11ddV0x133fV0x12d	0x11d0B0x11ddB0x133fB0x12d
0x130bV0x136dV0x12d	0x399aB0x136dB0x12d
0x1313V0x136dV0x12d	0x1320B0x136dB0x12d
0x1304V0x136dV0x12d	0x1310B0x136dB0x12d
0x1292V0x1310V0x136dV0x12d	0x394eB0x1310B0x136dB0x12d
0x12e4V0x1310V0x136dV0x12d	0x11f1B0x1310B0x136dB0x12d
0x1298V0x1310V0x136dV0x12d	0x12a0B0x1310B0x136dB0x12d
0x12ddV0x1310V0x136dV0x12d	0x12e9B0x1310B0x136dB0x12d
0x128bV0x1310V0x136dV0x12d	0x1297B0x1310B0x136dB0x12d
0x12eaV0x1310V0x136dV0x12d	0x12f4B0x1310B0x136dB0x12d
0x12f0V0x1310V0x136dV0x12d	0x12adB0x1310B0x136dB0x12d
0x12bdV0x1310V0x136dV0x12d	0x12cdB0x1310B0x136dB0x12d
0x12c0V0x1310V0x136dV0x12d	0x12c8B0x1310B0x136dB0x12d
0x12c4V0x1310V0x136dV0x12d	0x127dB0x1310B0x136dB0x12d
0x1255V0x12c8V0x1310V0x136dV0x12d	0x3902B0x12c8B0x1310B0x136dB0x12d
0x124eV0x12c8V0x1310V0x136dV0x12d	0x125aB0x12c8B0x1310B0x136dB0x12d
0x126fV0x12c8V0x1310V0x136dV0x12d	0x1278B0x12c8B0x1310B0x136dB0x12d
0x1274V0x12c8V0x1310V0x136dV0x12d	0x1232B0x12c8B0x1310B0x136dB0x12d
0x1233V0x12c8V0x1310V0x136dV0x12d	0x123bB0x12c8B0x1310B0x136dB0x12d
0x1265V0x12c8V0x1310V0x136dV0x12d	0x126cB0x12c8B0x1310B0x136dB0x12d
0x1268V0x12c8V0x1310V0x136dV0x12d	0xe47B0x12c8B0x1310B0x136dB0x12d
0x17a5V0x182b	0x17aeB0x182b
0x17d2V0x182b	0x17dbB0x182b
0x17d7V0x182b	0x16e8B0x182b
0x17deV0x182b	0x17e6B0x182b
0x17e2V0x182b	0x16f8B0x182b
0x17eeV0x182b	0x181eB0x182b
0x17f2V0x182b	0x17fbB0x182b
0x17f7V0x182b	0x17baB0x182b
0x17fcV0x182b	0x1805B0x182b
0x1801V0x182b	0x17a3B0x182b
0x1808V0x182b	0x1810B0x182b
0x180cV0x182b	0x17c4B0x182b
0x181aV0x182b	0x17e9B0x182b
0x175cV0x17a3V0x182b	0x1767B0x17a3B0x182b
0x1769V0x17a3V0x182b	0x1775B0x17a3B0x182b
0x1776V0x17a3V0x182b	0x1782B0x17a3B0x182b
0x1784V0x17a3V0x182b	0x1790B0x17a3B0x182b
0x1791V0x17a3V0x182b	0x179dB0x17a3B0x182b
0x1799V0x17a3V0x182b	0x173cB0x17a3B0x182b
0x173dV0x17a3V0x182b	0x1745B0x17a3B0x182b
0x1750V0x17a3V0x182b	0x175bB0x17a3B0x182b
0x1718V0x175bV0x17a3V0x182b	0x1720B0x175bB0x17a3B0x182b
0xff8V0x1717V0x175bV0x17a3V0x182b	0x1000B0x1717B0x175bB0x17a3B0x182b
0xffcV0x1717V0x175bV0x17a3V0x182b	0xfd7B0x1717B0x175bB0x17a3B0x182b
0x1718V0x1775V0x17a3V0x182b	0x1720B0x1775B0x17a3B0x182b
0xff8V0x1717V0x1775V0x17a3V0x182b	0x1000B0x1717B0x1775B0x17a3B0x182b
0xffcV0x1717V0x1775V0x17a3V0x182b	0xfd7B0x1717B0x1775B0x17a3B0x182b
0x1703V0x1767V0x17a3V0x182b	0x170fB0x1767B0x17a3B0x182b
0x1023V0x1701V0x1767V0x17a3V0x182b	0x102bB0x1701B0x1767B0x17a3B0x182b
0x1013V0x101dV0x1701V0x1767V0x17a3V0x182b	0x101aB0x101dB0x1701B0x1767B0x17a3B0x182b
0x1008V0x101dV0x1701V0x1767V0x17a3V0x182b	0x1010B0x101dB0x1701B0x1767B0x17a3B0x182b
0xff8V0x1007V0x101dV0x1701V0x1767V0x17a3V0x182b	0x1000B0x1007B0x101dB0x1701B0x1767B0x17a3B0x182b
0xffcV0x1007V0x101dV0x1701V0x1767V0x17a3V0x182b	0xfd7B0x1007B0x101dB0x1701B0x1767B0x17a3B0x182b
0x1728V0x1782V0x17a3V0x182b	0x1734B0x1782B0x17a3B0x182b
0x111aV0x1726V0x1782V0x17a3V0x182b	0x1122B0x1726B0x1782B0x17a3B0x182b
0x110aV0x1114V0x1726V0x1782V0x17a3V0x182b	0x1111B0x1114B0x1726B0x1782B0x17a3B0x182b
0x10ffV0x1114V0x1726V0x1782V0x17a3V0x182b	0x1107B0x1114B0x1726B0x1782B0x17a3B0x182b
0x1703V0x174bV0x17a3V0x182b	0x170fB0x174bB0x17a3B0x182b
0x1023V0x1701V0x174bV0x17a3V0x182b	0x102bB0x1701B0x174bB0x17a3B0x182b
0x1013V0x101dV0x1701V0x174bV0x17a3V0x182b	0x101aB0x101dB0x1701B0x174bB0x17a3B0x182b
0x1008V0x101dV0x1701V0x174bV0x17a3V0x182b	0x1010B0x101dB0x1701B0x174bB0x17a3B0x182b
0xff8V0x1007V0x101dV0x1701V0x174bV0x17a3V0x182b	0x1000B0x1007B0x101dB0x1701B0x174bB0x17a3B0x182b
0xffcV0x1007V0x101dV0x1701V0x174bV0x17a3V0x182b	0xfd7B0x1007B0x101dB0x1701B0x174bB0x17a3B0x182b
