sample_id,family_id,fold,true_label,model,condition,mutation_seed,raw_score,threshold,predicted_label
bnb:0xd6b0d437a1c26a0350f75bfd8609ab2e8e9c0f5f,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.28,0.29,0
bnb:0x425fb4debd5951f91e2f5020c9e49ae62d62919b,F01182,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26666666666666666,0.29,0
bnb:0x3f72c78e004cc3d98036563b63c686f12768a0ad,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.25666666666666665,0.29,0
bnb:0xbd26a02548dcace1bfea7f352d0c1abb44535cec,F01224,0,0,opcode-histogram RF,F200,test:F200:2.0,0.36333333333333334,0.29,1
bnb:0x18adbacd888e51ad0690c5297d7d38da10361de4,F01227,0,0,opcode-histogram RF,F200,test:F200:2.0,0.16333333333333333,0.29,0
bnb:0xddc07d0afd35bd50fd73faf6f6eb9f27873875f7,F01139,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3,0.29,1
bnb:0xc834d0a6c170dcfefa596a4ce47b0b94cef3e34e,F00815,0,0,opcode-histogram RF,F200,test:F200:2.0,0.33666666666666667,0.29,1
bnb:0x63669af9b210e060bedc6f7bfac7aead58608234,F01232,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2733333333333333,0.29,0
bnb:0x82bd53fd9cef77b6ef3868b7118c74ed62a6657a,F00709,0,0,opcode-histogram RF,F200,test:F200:2.0,0.19,0.29,0
bnb:0x495640a9196507bf24d15a8e8b4b9578bc65ed1d,F01189,0,0,opcode-histogram RF,F200,test:F200:2.0,0.1622222222222222,0.29,0
bnb:0x4a8a5db1629581c620a488d08de2aa9fb594cfaa,F01237,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3853333333333333,0.29,1
bnb:0x6add370ae432edf55f095297deb221866b5082ff,F01242,0,0,opcode-histogram RF,F200,test:F200:2.0,0.192,0.29,0
bnb:0x000000004f43c49e93c970e84001853a70923b03,F00722,0,0,opcode-histogram RF,F200,test:F200:2.0,0.09666666666666666,0.29,0
bnb:0x0fad3b026cde6695c5f59d2bb4be6652059046f8,F01182,0,0,opcode-histogram RF,F200,test:F200:2.0,0.18,0.29,0
bnb:0x0d08c85e62dd81a323e4f1efa70dd4bd5eff805f,F01182,0,0,opcode-histogram RF,F200,test:F200:2.0,0.37,0.29,1
bnb:0xddd373f299c3516d6786e66540f03f54550ea988,F00908,0,0,opcode-histogram RF,F200,test:F200:2.0,0.27,0.29,0
bnb:0x860037f301e83352ea46ff99de453e1eba3e458c,F01253,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2733333333333333,0.29,0
bnb:0xe6cae83bde06e4c305530e199d7217f42808555b,F00707,0,0,opcode-histogram RF,F200,test:F200:2.0,0.22666666666666666,0.29,0
bnb:0x97d96ecf324b1ad9004044ba1c9a3963d4ce6190,F01227,0,0,opcode-histogram RF,F200,test:F200:2.0,0.16666666666666666,0.29,0
bnb:0x9a3d64de4dfa3e913bd64847c53b91ea57328ea6,F01182,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2633333333333333,0.29,0
bnb:0x41263cba59eb80dc200f3e2544eda4ed6a90e76c,F01259,0,0,opcode-histogram RF,F200,test:F200:2.0,0.21333333333333335,0.29,0
bnb:0x77cf893facb6ecb7ad2c3dd40b02c46e67697e59,F01197,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2966666666666667,0.29,1
bnb:0x8656e0466987509e76e49a7e97dde4c5be341c4c,F01182,0,0,opcode-histogram RF,F200,test:F200:2.0,0.33666666666666667,0.29,1
bnb:0x19b530cb8a08a1b2df7e8e3d922c9bf83f7f667a,F01263,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3466666666666667,0.29,1
bnb:0xf38d4227a2c9058dbff269d5ab4be0fb4bf966b2,F00799,0,0,opcode-histogram RF,F200,test:F200:2.0,0.27666666666666667,0.29,0
bnb:0x8cede098d1d1f04c6bcea7e493c5114a4c3975e9,F01263,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3333333333333333,0.29,1
bnb:0x9bcdb32c4d0f0992bfb926a28ee2cb7b9d9750cc,F01266,0,0,opcode-histogram RF,F200,test:F200:2.0,0.46,0.29,1
bnb:0x658f0e74bdfafb9ed841f7f7469931844168cf57,F00799,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26,0.29,0
bnb:0xc413a8e6138c18e3894d08336386216728ee7c5a,F01271,0,0,opcode-histogram RF,F200,test:F200:2.0,0.22222222222222224,0.29,0
bnb:0x4f417d67f0f49d3c1d6c6d07b80776ea310e9781,F01263,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3333333333333333,0.29,1
bnb:0x3bc62c566b2bbf78518625f1ba5343130747d978,F01277,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26555555555555554,0.29,0
bnb:0x57df8a4ece8603b9fb832063d6a0e1172cd52b68,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.27,0.29,0
bnb:0x359db98367b136ae787d0f4625cfd61b36440be2,F01283,0,0,opcode-histogram RF,F200,test:F200:2.0,0.23666666666666666,0.29,0
bnb:0xe017de174da35a47f88edf231df5a7614e638eb7,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.27,0.29,0
bnb:0xd6cedde84be40893d153be9d467cd6ad37875b28,F00708,0,0,opcode-histogram RF,F200,test:F200:2.0,0.09666666666666666,0.29,0
bnb:0xc82a129e79b16ad501cdeadecdd2d730a0a850e6,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.25666666666666665,0.29,0
bnb:0x25b1ac989c9499db85249b3b7e13339bcf3db093,F01285,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26979166666666665,0.29,0
bnb:0x4c6fda16bedeb68fa96f0ac8ea214441cd03131d,F00199,0,0,opcode-histogram RF,F200,test:F200:2.0,0.3566666666666667,0.29,1
bnb:0xbbcdbb3b180c2a90d928b91a2d4fb1a5d9472650,F01285,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26479166666666665,0.29,0
bnb:0x8501371993a50d342e8c1045902af6983c5b1430,F00689,0,0,opcode-histogram RF,F200,test:F200:2.0,0.23666666666666666,0.29,0
bnb:0x00440e8d774d221094ce5494c451c1480f326755,F01289,0,0,opcode-histogram RF,F200,test:F200:2.0,0.21333333333333335,0.29,0
bnb:0x76f16bd991966e6fbb0910cc720cbc5e16ca2b14,F00689,0,0,opcode-histogram RF,F200,test:F200:2.0,0.265,0.29,0
bnb:0xa7309944791ce62c579a24707fde3976064a87ce,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2733333333333333,0.29,0
bnb:0xfc8771fc5e03c1ec65f9c8ccd0089dc189aa3363,F00799,0,0,opcode-histogram RF,F200,test:F200:2.0,0.30333333333333334,0.29,1
bnb:0xab747decdd1c51c3abea8a8c91ea4e4a089abe8e,F00717,0,0,opcode-histogram RF,F200,test:F200:2.0,0.12666666666666668,0.29,0
bnb:0xd9206a445413df7600434854b0f81174ef3a7d04,F00714,0,0,opcode-histogram RF,F200,test:F200:2.0,0.25,0.29,0
bnb:0xf96702e295a7decb6e02f370eedc332a7390a9f4,F01294,0,0,opcode-histogram RF,F200,test:F200:2.0,0.24666666666666667,0.29,0
bnb:0xde6ceee306152fb1862124262cd341f575a6ce6f,F01304,0,0,opcode-histogram RF,F200,test:F200:2.0,0.16,0.29,0
bnb:0x93f6ec86a9417e75c303f7c76927cf6a6b465d89,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26666666666666666,0.29,0
bnb:0x81696aa439755881a348772a16b9916f07d1b7fb,F01309,0,0,opcode-histogram RF,F200,test:F200:2.0,0.12666666666666668,0.29,0
bnb:0xd0e3aec536bfdf851b6fd133730a4dae6492ed42,F00908,0,0,opcode-histogram RF,F200,test:F200:2.0,0.31,0.29,1
polygon:0xac0b0017e94ac04cff95bde221298b862199eab5,F01314,0,0,opcode-histogram RF,F200,test:F200:2.0,0.26,0.29,0
polygon:0xab24062a7c4ab3c7627ee4d6ecb0bfe48608a190,F00689,0,0,opcode-histogram RF,F200,test:F200:2.0,0.14666666666666667,0.29,0
polygon:0xf4b0335ae4088be3bd77b4333b87e588366a1b73,F00715,0,0,opcode-histogram RF,F200,test:F200:2.0,0.27,0.29,0
polygon:0xb79b0f848ff5d56e9e3610a2b39f4e3abf01ac17,F00795,0,0,opcode-histogram RF,F200,test:F200:2.0,0.15333333333333332,0.29,0
polygon:0x378abd74851f00c4853b76d0638a3818d6bbe058,F00717,0,0,opcode-histogram RF,F200,test:F200:2.0,0.12666666666666668,0.29,0
polygon:0xef937d2d90095ef2ca2d1aafab6b609870cbf927,F00795,0,0,opcode-histogram RF,F200,test:F200:2.0,0.17,0.29,0
polygon:0x0cdd9b042bd25308dd13794c94fb2bfa377825a9,F00714,0,0,opcode-histogram RF,F200,test:F200:2.0,0.25,0.29,0
polygon:0x000000004f43c49e93c970e84001853a70923b03,F00722,0,0,opcode-histogram RF,F200,test:F200:2.0,0.09666666666666666,0.29,0
polygon:0x0322412266ac6f3a316ef7e2f64641ec83f43203,F00795,0,0,opcode-histogram RF,F200,test:F200:2.0,0.13,0.29,0
polygon:0x8e6c752435044d17a44c8a8b54a1b8f74f5506b1,F01323,0,0,opcode-histogram RF,F200,test:F200:2.0,0.2833333333333333,0.29,0
polygon:0xd3e579f990a105e0874c144267baadf9e6cf1778,F00795,0,0,opcode-histogram RF,F200,test:F200:2.0,0.19,0.29,0
polygon:0x50e2119280acbf12f3e030731ad30c71f0cb69bc,F01325,0,0,opcode-histogram RF,F200,test:F200:2.0,0.30666666666666664,0.29,1
polygon:0xd6cedde84be40893d153be9d467cd6ad37875b28,F00708,0,0,opcode-histogram RF,F200,test:F200:2.0,0.09666666666666666,0.29,0
polygon:0x6ac5e6dbd8a6c8b165ea66044bfb8642c3217527,F01323,0,0,opcode-histogram RF,F200,test:F200:2.0,0.22666666666666666,0.29,0
polygon:0xe6cae83bde06e4c305530e199d7217f42808555b,F00707,0,0,opcode-histogram RF,F200,test:F200:2.0,0.22,0.29,0
polygon:0xab747decdd1c51c3abea8a8c91ea4e4a089abe8e,F00717,0,0,opcode-histogram RF,F200,test:F200:2.0,0.12666666666666668,0.29,0
polygon:0x6de5fe23be1ae6793c795449b08945adec8a5cce,F01329,0,0,opcode-histogram RF,F200,test:F200:2.0,0.17866666666666667,0.29,0
optimism:0x24592cb8b7ec813a5eaeb73e5503322d2b93a878,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0027016298845410347,0.059206098318099976,0
optimism:0xef0852258381dfbf20144ed38899d489935fa038,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.002648339606821537,0.059206098318099976,0
optimism:0x22f0db4f3292807d919497802d951e30aa281f4f,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06687135249376297,0.059206098318099976,1
optimism:0xbd8aac1ab758af1bfe61c3ae2f94e792b5134fed,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.46680617332458496,0.059206098318099976,1
optimism:0x480ac71ed6be1b8d7ae18d323e42a16384918e91,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.003110766177996993,0.059206098318099976,0
optimism:0x06839a2e8541f56ac5e9e42656ff6c534ad2558c,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0029270199593156576,0.059206098318099976,0
optimism:0x5bb4e04d6732c665ca924e6830b32731229fff6f,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.18590670824050903,0.059206098318099976,1
optimism:0x824aa93717c8d4d9cb1e213a9c02c726b947f774,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.23968590795993805,0.059206098318099976,1
optimism:0x0d69833bdd2ee5d545b950a85fcb1db9ed2b7572,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.08128228783607483,0.059206098318099976,1
optimism:0x20dd86b35eedce9159808218a57f8f622849c635,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.08128228783607483,0.059206098318099976,1
optimism:0xd24371bbe7c248597705b5b6ac753025dc2d2619,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.006067932583391666,0.059206098318099976,0
optimism:0x281f3e79775f61cccfc7b7c3eacdc4f15a7f3252,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.003366330871358514,0.059206098318099976,0
optimism:0x043661a263719880069c2adb5bf625eb4b7b5db7,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.011162030510604382,0.059206098318099976,0
optimism:0xaa6491c5071d91e4fc398d512ba5f78f62e2b100,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0052473596297204494,0.059206098318099976,0
optimism:0xb6252af4c3561714c187aa1c0a7b1f0ec2e70053,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.3301023244857788,0.059206098318099976,1
optimism:0x761dc36a52733214423d04f4dcd84083e15d3735,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0028710695914924145,0.059206098318099976,0
optimism:0x653c2018585b155586026d383044cb6683fc2ae4,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.05380778759717941,0.059206098318099976,0
optimism:0x916a0b8fdc003c43213b7abc50fcb85a17ce6a6b,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.005118711851537228,0.059206098318099976,0
optimism:0x3a1605d52b511aaa3860e56e1dd3bacdaf6868f9,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.1251055896282196,0.059206098318099976,1
optimism:0xeaa6aa358ee796dbc038b9424301eebb8e0570b8,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06319964677095413,0.059206098318099976,1
optimism:0x036be4f87fc09257284d44ff095a19e192903cb2,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0029903058893978596,0.059206098318099976,0
optimism:0xf2534d433a6ad5089e8d907f035bafd5925bdcbc,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.319936066865921,0.059206098318099976,1
optimism:0xd5771d92854f5298b33ccd73178c9ff8b88bd14f,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.012522800825536251,0.059206098318099976,0
optimism:0x23c3a46086bfaa35b4514edf65a04bb7f459228d,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.014453332871198654,0.059206098318099976,0
optimism:0x470a618326df6e320680642dd31794b0d2d12d0a,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.017407411709427834,0.059206098318099976,0
optimism:0x23c667184099f7c7d895cae4c6c4c571901297a8,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.003019625786691904,0.059206098318099976,0
optimism:0x9307637c1708c1cec79a5e96f4beea7d363f6ca0,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0942424014210701,0.059206098318099976,1
optimism:0xb7fef9033507eee348d59102b6856c66051b8040,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.39031678438186646,0.059206098318099976,1
optimism:0x93d473ce2ceb00af7489694511ca778deb83ef88,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0034422806929796934,0.059206098318099976,0
optimism:0xbdb6d1f0e52cf92e3037787149dd7b0cea20e035,F00027,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0006130838301032782,0.059206098318099976,0
optimism:0xd4661f44e3738d26eb1b7965f1e8ee4edd3d2a5d,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.012982644140720367,0.059206098318099976,0
optimism:0x073addd815abe9e72e8da16d4ec1b970f303cd86,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.4088181257247925,0.059206098318099976,1
optimism:0x21b65e7473e8afdb6396e9c52535521a4c6235d8,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.07938718050718307,0.059206098318099976,1
optimism:0x100bfe501da42fec877ba424b95265ca66eb9b07,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.00325349485501647,0.059206098318099976,0
optimism:0xeed92ede46257477f6571f35fd458dbb46471a15,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0482436902821064,0.059206098318099976,0
optimism:0x1990ed58c9af6a10e8a61174fec154b39b2460cc,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.4398099482059479,0.059206098318099976,1
optimism:0x56687f747b1762c318e80b2de713eb9885a4402e,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0029002041555941105,0.059206098318099976,0
optimism:0x33f053866f277b7cd831f2527655587dfde9f553,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0162954144179821,0.059206098318099976,0
optimism:0xbec420215162d2e6a5bd6cb23a2bd86620a9d0fc,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.07044533640146255,0.059206098318099976,1
optimism:0xbb90a78b86f3f756c160886ebe7029205c4ba3f1,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.005661990959197283,0.059206098318099976,0
optimism:0x79cb9c3e43a673bb29ae1e7c7e8b2f3d0b79b52f,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.13417133688926697,0.059206098318099976,1
optimism:0x04a062033b7c8ea5e3cfef316a2d5937cade2e1d,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.015303961001336575,0.059206098318099976,0
optimism:0xf3c4517b298c6c4c60240a29dc1c84447fbc5a8a,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.002400806872174144,0.059206098318099976,0
optimism:0xfefd9d2e36fba47db535ca720365c51ba906d2da,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.024939222261309624,0.059206098318099976,0
optimism:0x0d8aff1934cae5b04d2534b530607a4eac4e10c3,F00035,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.590808629989624,0.059206098318099976,1
optimism:0x47a1ef086545283991674ff23a7b5926d09d49ff,F00036,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.7335434556007385,0.059206098318099976,1
optimism:0x3ff1b6bf72726dd94435cbd74afab5ee0d3f3e24,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.002964698476716876,0.059206098318099976,0
optimism:0x5f41de8793e074117d8b9d8f06c40dee00ea3d9f,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.003556956071406603,0.059206098318099976,0
optimism:0x6e86f8ab6ed57f8b667ae7e301e1af9e2cb7ee2b,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.002264717360958457,0.059206098318099976,0
optimism:0x068315334224a8433971b72504434e741a034e35,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.2953702211380005,0.059206098318099976,1
optimism:0x9e70478412c51f17131a94e38cc2241eea4b92e3,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.010921045206487179,0.059206098318099976,0
optimism:0xef89adb7fa0cd0b8d877a8cd1022d94b06cacd33,F00004,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.10655320435762405,0.059206098318099976,1
gnosis:0x95eb89311ffb27112e657b8a6eaaf7391192c83a,F00038,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.3699565529823303,0.059206098318099976,1
gnosis:0x68b33b340cce1e563877337865d91f595147e338,F00036,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.9082404971122742,0.059206098318099976,1
arbitrum:0x1e98fdd75814401686a495f072fa350a334c9fa0,F00040,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.019944068044424057,0.059206098318099976,0
arbitrum:0x3d3562c4b60738ceee4d32f6d8234f27c4eb45d1,F00038,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.3832249939441681,0.059206098318099976,1
arbitrum:0x1e142b1f5ea1b5b12ddb8db5d96f85aacdafb7cb,F00045,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.031078001484274864,0.059206098318099976,0
arbitrum:0x0e6513a4bd58c073aab8dea150fa09f65592476e,F00036,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.37854039669036865,0.059206098318099976,1
arbitrum:0xa8d943374c909ae9353f363c9c000f15e97c8f76,F00040,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.10811927914619446,0.059206098318099976,1
arbitrum:0xe93bc144cf11af93c705e28a9602550242edea8f,F00049,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.053247056901454926,0.059206098318099976,0
arbitrum:0xbbc9e6412d2b48acd4273faca993bd1a3e0d11da,F00050,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.20082904398441315,0.059206098318099976,1
arbitrum:0xbd2bef4b50b16276b9765be7c240b006c91ffc85,F00040,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.09327445924282074,0.059206098318099976,1
arbitrum:0x8e7d36600b034e6b7e0266419ec899c36499f066,F00049,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.7657783031463623,0.059206098318099976,1
base:0xd0120967143b20b1142e9da31d6d2280d883f499,F00062,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.021385421976447105,0.059206098318099976,0
base:0xd9e18d022a3f891c5effa6a091d77ad7e3f3e3ba,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.12010563164949417,0.059206098318099976,1
base:0x0e6513a4bd58c073aab8dea150fa09f65592476e,F00036,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06993266195058823,0.059206098318099976,1
base:0x9bcfab73a9e0c3786dc0c71090c425a783ef8ae5,F00074,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.05840255692601204,0.059206098318099976,0
base:0x4248c289a3bdc032423ab31902e7b37d42e2d27c,F00076,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.24966101348400116,0.059206098318099976,1
base:0x96f323b4d9bd628022c643e6b409373ba2950c5a,F00077,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.839250385761261,0.059206098318099976,1
base:0x589ec783fa13497688ae79eb3e57cc88b4f5f55e,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.1777927428483963,0.059206098318099976,1
base:0xf7fcc1f7cd3353120519cdc6dfe503e77140371d,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.015713589265942574,0.059206098318099976,0
base:0x5900972eb4e639fc2b9aaab2c73479946c3a1d9c,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.08634103834629059,0.059206098318099976,1
base:0x52064cea5e296956e3085d45e695888f7f70f5af,F00082,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.0660867914557457,0.059206098318099976,1
base:0x3495fed224aa078d7e754e9f626c613a5cb04528,F00082,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06355337053537369,0.059206098318099976,1
base:0x531723f8dc24e3da9220ec39769eac12cffb03fa,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.1689782440662384,0.059206098318099976,1
base:0x09551d2ab499d73affed001b54d483942e11e0ff,F00088,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.12337427586317062,0.059206098318099976,1
base:0xa28023c54e45e9ef833bc60985cabcbb28dff858,F00089,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.6992130279541016,0.059206098318099976,1
base:0x1511cfd463da477220a34ee95561a5253ba036c0,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.10500520467758179,0.059206098318099976,1
base:0x36a460f808a9ea001ef1322d02c5fba87b20cec0,F00076,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.46465665102005005,0.059206098318099976,1
base:0x84340f560c20b1076f1a6ea97207a55d145d4447,F00077,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.7001316547393799,0.059206098318099976,1
base:0x5f3075823d0b02d4248d9feb797f592da3d27bc5,F00101,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.7199912667274475,0.059206098318099976,1
base:0x13fc58118fd8d4ae99f6cd4383ccc3d42b41104d,F00035,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.4525288939476013,0.059206098318099976,1
base:0xae9d88d94695a3b8a63eac5301722e592fd6bdc5,F00082,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06887564808130264,0.059206098318099976,1
base:0x7efcee8c6fe935b1551e1c133185e84a3d7742e9,F00069,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.13410216569900513,0.059206098318099976,1
base:0xfc1e017812a16fb3650d6110765d2622fd23c1e4,F00082,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.08828575909137726,0.059206098318099976,1
ethereum:0x32f66e05d98fe6a15216f6219f414a4a76d84d7a,F00036,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.19667385518550873,0.059206098318099976,1
ethereum:0x58b273343b70404f6a68249abb6a4c4560bdbe81,F00038,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.06449669599533081,0.059206098318099976,1
ethereum:0x2380e6cc8724360ee4e0b6416353b3c30b1d0b41,F00107,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.03814034163951874,0.059206098318099976,0
ethereum:0x12f73f3da98c4c1d31918c88e11bc2e229c876d2,F00109,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.8502870202064514,0.059206098318099976,1
ethereum:0x8613f7e17d522e80a9410a4375032dff82f7e315,F00110,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.3684801459312439,0.059206098318099976,1
ethereum:0xda1978401ba2c0fddde5df5b3c10fb24a1bbf44b,F00107,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.1422080397605896,0.059206098318099976,1
ethereum:0x8730af6d97a84a2086411be23902066304550050,F00123,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.2499542385339737,0.059206098318099976,1
ethereum:0x6f94e6658730eacb340171cbc4a57357a5ffb926,F00038,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.1339588314294815,0.059206098318099976,1
ethereum:0x6c69f2033bcfa81dae0af6d5dbf1b80378a987f2,F00129,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.09308360517024994,0.059206098318099976,1
ethereum:0xac8919bbbcd06d2540194230a736bdafa9936ebf,F00132,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.9625951051712036,0.059206098318099976,1
ethereum:0x14b286892fb33ca530c1f95efab7ae1d51660130,F00129,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.23530027270317078,0.059206098318099976,1
ethereum:0xc4599c6dbc70d3986a628acabbc839d08a98a2b2,F00134,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.9630506038665771,0.059206098318099976,1
ethereum:0xda81d9eced2ddc2e87242e1ccb18d8ae5f07193e,F00038,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.3832249939441681,0.059206098318099976,1
ethereum:0xf3e6e6ed97b2df9241007026ad4ee9d094e13695,F00140,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.4756549000740051,0.059206098318099976,1
ethereum:0xa9684b3cd76dbb86049dcc1e9ce75a6ac3f74dce,F00141,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.7518211007118225,0.059206098318099976,1
ethereum:0xf5fb3834b41b9ad538fc30a34dae20ecb584cce3,F00076,0,1,opcode-histogram XGBoost,F200,test:F200:2.0,0.11089344322681427,0.059206098318099976,1
